predictions,labels,delta
399024.8194397142,319900.0,79124.81943971419
355681.5748942164,319950.0,35731.57489421638
320296.8840504737,319950.0,346.88405047368724
380008.8731845952,319950.0,60058.8731845952
534436.458664645,319950.0,214486.45866464498
394898.75190059206,319950.0,74948.75190059206
399024.8194397142,320000.0,79024.81943971419
206706.44855578133,320000.0,113293.55144421867
321256.45199745416,320000.0,1256.4519974541618
346909.2456483772,320000.0,26909.245648377226
374772.7599990544,320000.0,54772.759999054426
191742.22723201395,320000.0,128257.77276798605
256757.09405026073,320000.0,63242.90594973927
382955.2377660697,320000.0,62955.23776606971
627534.974844236,320000.0,307534.97484423604
635717.4526112514,320000.0,315717.4526112514
501486.41258591664,320000.0,181486.41258591664
535172.1025463655,320000.0,215172.10254636547
580875.649249107,320000.0,260875.649249107
627314.8398335689,320000.0,307314.8398335689
478339.713495134,320000.0,158339.71349513403
537162.6882354525,320000.0,217162.68823545252
571218.094664058,320000.0,251218.09466405795
654808.6377160895,320000.0,334808.6377160895
939635.6733007896,320000.0,619635.6733007896
669183.007561033,320000.0,349183.007561033
678470.8456779254,320000.0,358470.8456779254
482686.8122868718,320000.0,162686.81228687178
720339.0134053895,320000.0,400339.0134053895
336472.4887091285,321000.0,15472.48870912852
544962.6751971231,321000.0,223962.67519712308
611465.3931705917,321000.0,290465.3931705917
260076.96415448503,321500.0,61423.03584551497
670288.36791091,321500.0,348788.36791091005
206706.44855578133,322000.0,115293.55144421867
479445.07384501107,322200.0,157245.07384501107
321626.1684656109,322500.0,873.8315343891154
268625.36933506397,322500.0,53874.630664936034
308872.66784159763,323000.0,14127.332158402365
401751.04901052156,323000.0,78751.04901052156
519176.8634804915,323000.0,196176.8634804915
565616.0540649535,323000.0,242616.05406495347
551537.058080396,323000.0,228537.05808039603
618912.2270558866,323500.0,295412.22705588664
559204.026976358,323800.0,235404.02697635803
515860.7824308603,324000.0,191860.78243086027
540628.3507425733,324360.0,216268.35074257327
357082.3091044796,324450.0,32632.309104479617
484429.3716426449,324950.0,159479.37164264492
288086.27090805874,324950.0,36863.72909194126
159016.10521854577,325000.0,165983.89478145423
222555.89521875873,325000.0,102444.10478124127
228747.78729668702,325000.0,96252.21270331298
299954.546192862,325000.0,25045.453807138023
231474.01686749439,325000.0,93525.98313250561
503917.268296338,325000.0,178917.26829633798
280639.43702276377,325000.0,44360.56297723623
320886.7355292975,325000.0,4113.264470702503
485121.4570518861,325000.0,160121.45705188607
612055.2446494154,325000.0,287055.24464941537
664686.3273118056,325000.0,339686.32731180557
280053.3745985331,325000.0,44946.62540146691
301724.996871282,325000.0,23275.003128718003
307547.1724810535,325000.0,17452.82751894649
459248.528390296,325000.0,134248.52839029598
638813.3986502155,325000.0,313813.3986502155
406247.729259749,325000.0,81247.729259749
331209.38044288947,325000.0,6209.3804428894655
451581.5594943339,325000.0,126581.55949433392
460133.7537295059,325000.0,135133.75372950587
608739.1635997841,325000.0,283739.16359978414
621122.9477556406,325000.0,296122.9477556406
431900.522910672,325000.0,106900.522910672
506203.22784581117,325000.0,181203.22784581117
552642.4184302732,325000.0,227642.4184302732
412589.20279516693,325000.0,87589.20279516693
731987.1536795256,325000.0,406987.1536795256
320592.25791085983,326000.0,5407.742089140171
237665.90894542262,326250.0,88584.09105457738
481805.37600225484,327000.0,154805.37600225484
541879.503495347,327000.0,214879.503495347
425562.8384298472,327200.0,98362.83842984721
185034.82628303242,328000.0,142965.17371696758
431900.522910672,328000.0,103900.522910672
911552.0239394453,328000.0,583552.0239394453
281009.1534909205,329000.0,47990.84650907951
528464.7015973838,329000.0,199464.70159738383
487112.0427409731,329000.0,158112.04274097312
223586.91296086524,329000.0,105413.08703913476
679576.2060278024,329000.0,350576.20602780243
232728.95867486112,329445.0,96716.04132513888
469861.86186773254,329500.0,140361.86186773254
809456.3582068064,329500.0,479956.35820680636
422612.6847937796,329500.0,93112.68479377963
627387.7360350172,329900.0,297487.7360350172
451286.1856339478,329950.0,121336.18563394778
391873.35941480537,329950.0,61923.35941480537
571218.094664058,329950.0,241268.09466405795
188500.48879015326,330000.0,141499.51120984674
194692.38086808153,330000.0,135307.61913191847
321316.5738617145,330000.0,8683.42613828549
240761.85498438677,330000.0,89238.14501561323
262433.4772571357,330000.0,67566.52274286433
356197.08376526966,330000.0,26197.083765269665
330324.1551036795,330000.0,324.15510367951356
350890.4170265513,330000.0,20890.417026551324
589278.2620267894,330000.0,259278.26202678937
593995.077286684,330000.0,263995.07728668395
252705.36911890912,330000.0,77294.63088109088
370351.31859954615,330000.0,40351.31859954615
416790.50918400806,330000.0,86790.50918400806
553012.1348984297,330000.0,223012.13489842974
503107.2818068471,330000.0,173107.28180684708
595985.662975771,330000.0,265985.662975771
674639.2557572409,330000.0,344639.2557572409
457553.3165615951,330000.0,127553.31656159507
460649.26260055916,330675.0,129974.26260055916
326787.9390433812,331000.0,4212.060956618807
416640.9277265184,331500.0,85140.92772651842
642424.8535602329,331950.0,310474.8535602329
331283.72305066005,332000.0,716.2769493399537
622228.3081055178,332000.0,290228.30810551776
395118.8869112592,332000.0,63118.88691125921
623849.1773264481,332000.0,291849.17732644815
300985.5639349685,332500.0,31514.436065031507
476718.8442742036,332500.0,144218.84427420358
308802.11428842024,332888.0,24085.88571157976
203610.50251681719,333000.0,129389.49748318281
411038.88712741405,333000.0,78038.88712741405
174787.42021915957,333000.0,158212.57978084043
706554.4950392697,333000.0,373554.4950392697
555738.3644692373,333490.0,222248.36446923728
413840.35554794053,333800.0,80040.35554794053
207221.95742683462,334000.0,126778.04257316538
348899.8313374643,334000.0,14899.831337464275
244227.51749150763,334550.0,90322.48250849237
241131.5714525435,334850.0,93718.42854745651
605273.5010926634,334950.0,270323.5010926634
546450.5263523449,334990.0,211460.5263523449
417600.49567349895,335000.0,82600.49567349895
529054.5530762076,335000.0,194054.55307620764
225282.1247895661,335000.0,109717.87521043391
228378.07082853024,335000.0,106621.92917146976
237665.90894542262,335000.0,97334.09105457738
336736.18219227483,335000.0,1736.182192274835
308652.5328309306,335000.0,26347.467169069394
382955.2377660697,335000.0,47955.23776606971
401530.9139998545,335000.0,66530.91399985453
565616.0540649535,335000.0,230616.05406495347
655398.4891949132,335000.0,320398.4891949132
408608.03141699283,335000.0,73608.03141699283
507308.5881956883,335000.0,172308.58819568832
621122.9477556406,335000.0,286122.9477556406
400941.0625210308,335000.0,65941.06252103078
425708.63083274383,335000.0,90708.63083274383
639328.9075212687,335000.0,304328.9075212687
539522.9903926961,335000.0,204522.9903926961
805774.3497436114,335000.0,470774.3497436114
624364.6861975014,335000.0,289364.6861975014
305556.58679196646,335500.0,29943.41320803354
318530.2224266468,335900.0,17369.777573353203
574683.7571711787,336000.0,238683.7571711787
479594.6553025007,336000.0,143594.6553025007
343962.8810669027,336750.0,7212.881066902715
440672.85215651116,337000.0,103672.85215651116
347424.75451943045,337000.0,10424.754519430455
371456.6789494232,337000.0,34456.67894942319
549546.472391309,337000.0,212546.47239130898
556623.5898084473,337000.0,219623.5898084473
225282.1247895661,337500.0,112217.87521043391
333420.10114264366,337500.0,4079.89885735634
580505.9327809503,337500.0,243005.93278095033
437722.6985204436,337500.0,100222.69852044358
185404.54275118915,338000.0,152595.45724881085
672868.8050788209,338000.0,334868.8050788209
368726.66032402276,338000.0,30726.660324022756
444654.0235346853,338000.0,106654.02353468532
599081.6090147351,338500.0,260581.6090147351
280789.0184802534,338900.0,58110.981519746594
756974.8570019057,339000.0,417974.8570019057
405732.2203886957,339275.0,66457.22038869571
376543.21067747445,339900.0,36643.210677474446
332314.74079276656,339950.0,7635.259207233437
717097.2749635287,339990.0,377107.27496352873
393863.9451038924,339999.0,53864.945103892416
297963.9605037749,340000.0,42036.03949622507
232213.44980380783,340000.0,107786.55019619217
212898.34063370957,340000.0,127101.65936629043
222186.178750602,340000.0,117813.821249398
370941.17007836996,340000.0,30941.170078369963
442147.928974545,340000.0,102147.92897454498
392243.07588296215,340000.0,52243.07588296215
454161.9966622447,340000.0,114161.99666224472
454161.9966622447,340000.0,114161.99666224472
593479.5684156306,340000.0,253479.5684156306
286611.1940900249,340000.0,53388.80590997508
373297.6831810206,340000.0,33297.683181020606
515711.20097337064,340000.0,175711.20097337064
366739.8636895287,340000.0,26739.86368952872
270395.8200134839,340000.0,69604.17998651607
273491.7660524481,340000.0,66508.23394755193
529349.9269365938,340000.0,189349.92693659384
532076.1565074013,340000.0,192076.15650740126
547555.8867022219,340000.0,207555.88670222193
305336.4517812994,340000.0,34663.54821870063
453941.8616515776,340000.0,113941.86165157758
614931.0556777124,340000.0,274931.05567771243
689233.7606128516,340000.0,349233.7606128516
464098.36171589897,340000.0,124098.36171589897
589793.7708978427,340000.0,249793.7708978427
447600.38811615977,341000.0,106600.38811615977
751298.4737950307,341950.0,409348.47379503073
522492.94453012274,342000.0,180492.94453012274
277543.4909837997,342000.0,64456.50901620032
429394.4283505317,342000.0,87394.42835053173
341232.8624415022,342000.0,767.1375584977795
290962.0819363558,342000.0,51037.9180636442
315509.51523740176,342000.0,26490.484762598237
445019.95094824897,342500.0,102519.95094824897
481805.37600225484,342500.0,139305.37600225484
346024.0203091672,343000.0,3024.0203091672156
599671.4604935589,343000.0,256671.4604935589
398065.25149273366,343500.0,54565.25149273366
418411.3784049384,344500.0,73911.37840493838
306146.43827079027,345000.0,38853.56172920973
339832.128231239,345000.0,5167.871768761019
411038.88712741405,345000.0,66038.88712741405
232728.95867486112,345000.0,112271.04132513888
533035.7244543817,345000.0,188035.72445438174
252925.5041295762,345000.0,92074.4958704238
392243.07588296215,345000.0,47243.07588296215
512984.9714025632,345000.0,167984.9714025632
531560.6476363479,345000.0,186560.64763634792
360178.25514344376,345000.0,15178.255143443763
442663.43784559827,345000.0,97663.43784559827
422982.40126193635,345000.0,77982.40126193635
490723.4976509905,345000.0,145723.4976509905
490723.4976509905,345000.0,145723.4976509905
580815.5273848467,345000.0,235815.5273848467
599081.6090147351,345000.0,254081.6090147351
608369.4471316275,345000.0,263369.4471316275
338066.3628493606,345000.0,6933.637150639377
303050.4922318261,346000.0,42949.50776817388
509299.1738847754,346000.0,163299.17388477537
333789.8176108004,346100.0,12310.182389199617
413474.4281343769,346500.0,66974.42813437688
200514.55647785304,347000.0,146485.44352214696
222186.178750602,347000.0,124813.821249398
464704.77658650384,347000.0,117704.77658650384
441558.0774957211,347000.0,94558.07749572111
476053.75394566084,347500.0,128553.75394566084
707809.4368466364,347500.0,360309.43684663635
491239.0065220438,347500.0,143739.00652204378
321182.1093896837,347950.0,26767.890610316303
179212.65067326088,348000.0,168787.34932673912
376912.9271456311,348000.0,28912.92714563111
385831.0487943668,348000.0,37831.04879436683
701247.8283005514,348000.0,353247.8283005514
342928.07427020307,348125.0,5196.925729796931
222186.178750602,349000.0,126813.821249398
407722.80607778276,349000.0,58722.80607778276
379489.5752589489,349000.0,30489.5752589489
710905.3828856004,349000.0,361905.38288560044
267299.8739745198,349500.0,82200.12602548022
666676.9130008926,349900.0,316776.9130008926
410598.6171060799,349900.0,60698.61710607988
644415.4392493198,349900.0,294515.43924931984
414874.2661026916,349950.0,64924.26610269159
485491.1735200428,349950.0,135541.1735200428
425193.1219616905,349950.0,75243.12196169049
401294.2155974063,349950.0,51344.21559740632
422612.6847937796,349950.0,72662.68479377963
478339.713495134,349950.0,128389.71349513403
475763.06538181624,349950.0,125813.06538181624
278652.6403882698,350000.0,71347.35961173021
194692.38086808153,350000.0,155307.61913191847
414504.54963453487,350000.0,64504.549634534866
234569.96290645853,350000.0,115430.03709354147
339832.128231239,350000.0,10167.871768761019
531780.7826470151,350000.0,181780.78264701506
322141.6773366642,350000.0,27858.322663335828
302460.6407530023,350000.0,47539.35924699769
373667.3996491773,350000.0,23667.39964917733
429394.4283505317,350000.0,79394.42835053173
503697.13328567083,350000.0,153697.13328567083
602397.6900643662,350000.0,252397.6900643662
326122.84871483827,350000.0,23877.15128516173
363274.20118240785,350000.0,13274.20118240785
408608.03141699283,350000.0,58608.03141699283
348679.6963267972,350000.0,1320.3036732028122
426078.34730090044,350000.0,76078.34730090044
553012.1348984297,350000.0,203012.13489842974
596355.3794439276,350000.0,246355.37944392755
751152.6813921342,350000.0,401152.68139213417
373077.5481703536,350000.0,23077.548170353577
490723.4976509905,350000.0,140723.4976509905
558834.3105082014,350000.0,208834.31050820136
558834.3105082014,350000.0,208834.31050820136
595985.662975771,350000.0,245985.662975771
642424.8535602329,350000.0,292424.8535602329
726015.3966122643,350000.0,376015.39661226433
434260.8250679158,350000.0,84260.82506791578
909561.4382503581,350000.0,559561.4382503581
531710.2290938376,350500.0,181210.22909383755
289927.2751396562,351000.0,61072.72486034379
655178.354184246,351999.0,303179.35418424604
205085.579334851,352000.0,146914.420665149
305556.58679196646,352000.0,46443.41320803354
623849.1773264481,352000.0,271849.17732644815
623849.1773264481,352000.0,271849.17732644815
491313.34912981436,352500.0,138813.34912981436
511879.6110526862,352500.0,159379.61105268617
509299.1738847754,352500.0,156799.17388477537
414430.2070267643,352800.0,61630.207026764285
238035.62541357934,353000.0,114964.37458642066
327448.34407538245,353000.0,25551.655924617546
593479.5684156306,353000.0,240479.5684156306
404257.14357066195,353000.0,51257.14357066195
292067.44228623284,353000.0,60932.557713767164
308432.39782026346,353000.0,44567.60217973654
299954.546192862,353250.0,53295.45380713802
219459.94917979458,353500.0,134040.05082020542
402046.4228709078,353500.0,48546.422870907816
241647.08032359678,354000.0,112352.91967640322
657904.5837550535,354000.0,303904.58375505346
441998.3475170553,354900.0,87098.34751705528
209802.39459474548,354950.0,145147.60540525452
358777.52093318047,355000.0,3777.5209331804654
200514.55647785304,355000.0,154485.44352214696
330544.29011434654,355000.0,24455.709885653458
283735.3830617279,355000.0,71264.61693827208
488587.11955900694,355000.0,133587.11955900694
649206.5971169849,355000.0,294206.5971169849
403151.7832207848,355000.0,48151.7832207848
434111.24361042614,355000.0,79111.24361042614
343593.164598746,355000.0,11406.835401254008
574683.7571711787,355000.0,219683.7571711787
732577.0051583494,355000.0,377577.0051583494
444284.3070665286,355000.0,89284.30706652859
522551.61998806085,355000.0,167551.61998806085
495810.02937904175,355000.0,140810.02937904175
789924.9030806342,355000.0,434924.9030806342
465955.92933927744,355950.0,110005.92933927744
309242.38430975436,356700.0,47457.61569024564
241131.5714525435,357000.0,115868.42854745651
697046.5219117102,357000.0,340046.52191171015
275628.14414443175,357000.0,81371.85585556825
420106.5902336393,357500.0,62606.59023363929
200514.55647785304,358000.0,157485.44352214696
269510.594674274,358000.0,88489.40532572602
417895.8695338852,358000.0,59895.86953388521
354871.5884047255,358000.0,3128.4115952745196
293762.65411493374,358803.0,65040.34588506626
535541.819014522,359000.0,176541.819014522
523673.5437297189,359500.0,164173.5437297189
355681.5748942164,359950.0,4268.425105783623
500601.18724670674,359950.0,140651.18724670674
553378.0623119934,359950.0,193428.06231199345
679339.5076253543,359950.0,319389.50762535434
854054.544559671,359999.0,494055.54455967096
234569.96290645853,360000.0,125430.03709354147
256241.58517920744,360000.0,103758.41482079256
423422.6712832705,360000.0,63422.67128327052
299215.1132565486,360000.0,60784.88674345141
328333.56941459246,360000.0,31666.430585407536
470747.08720694244,360000.0,110747.08720694244
392612.7923511189,360000.0,32612.79235111887
317940.370947823,360000.0,42059.62905217701
345068.2414167798,360000.0,14931.758583220188
366000.4307532153,360000.0,6000.430753215274
390767.9990649283,360000.0,30767.999064928328
449590.9738052468,360000.0,89590.97380524682
449221.2573370901,360000.0,89221.2573370901
621858.591637361,360000.0,261858.59163736098
395118.8869112592,360000.0,35118.88691125921
428804.5768717079,360000.0,68804.57687170792
447380.2531054927,360000.0,87380.25310549268
630041.0694043763,360000.0,270041.0694043763
667192.4218719458,360000.0,307192.42187194584
618908.4380012935,360000.0,258908.43800129346
568637.6574961471,360000.0,208637.6574961471
209802.39459474548,360500.0,150697.60540525452
231474.01686749439,361000.0,129525.98313250561
231843.7333356511,361500.0,129656.26666434889
472147.82141720573,361500.0,110647.82141720573
299364.6947140382,361810.0,62445.305285961775
262213.34224646864,362000.0,99786.65775353136
673754.0304180309,362300.0,311454.0304180309
458808.25836896175,362500.0,96308.25836896175
559719.5358474114,363000.0,196719.53584741137
688864.0441446948,363500.0,325364.0441446948
449827.672207695,363750.0,86077.67220769502
221816.46228244528,364000.0,142183.53771755472
803783.7640545244,364988.0,438795.76405452436
253515.35560840002,365000.0,111484.64439159998
358777.52093318047,365000.0,6222.479066819535
229633.01263589697,365000.0,135366.98736410303
384060.5981159468,365000.0,19060.598115946807
414650.3420374314,365000.0,49650.34203743137
370941.17007836996,365000.0,5941.170078369963
351995.7773764284,365000.0,13004.222623571579
478929.5649739578,365000.0,113929.56497395778
806730.1286359989,365000.0,441730.12863599893
498756.3939605162,365000.0,133756.3939605162
738768.8972362776,365000.0,373768.8972362776
345214.0338196764,365000.0,19785.966180323623
448618.6315210783,365000.0,83618.63152107829
521682.95804063184,365000.0,156682.95804063184
758522.8300213878,365000.0,393522.8300213878
346393.73677732394,366000.0,19606.26322267606
435586.32042845996,366000.0,69586.32042845996
335410.6868317307,366000.0,30589.31316826929
366812.759890977,366000.0,812.7598909770022
532961.3818466113,366000.0,166961.38184661127
188500.48879015326,367000.0,178499.51120984674
395559.1569325934,367500.0,28059.15693259338
797222.1555084394,367950.0,429272.1555084394
923050.5827560917,367999.0,555051.5827560917
305776.7218026335,368000.0,62223.27819736651
691650.3955797626,368000.0,323650.39557976264
397329.6076110133,369000.0,28329.607611013285
610360.0328207145,369000.0,241360.03282071452
317940.370947823,369500.0,51559.62905217701
531710.2290938376,369900.0,161810.22909383755
388041.7694941209,369950.0,18091.769494120905
518956.72846982436,369950.0,149006.72846982436
450476.1991444569,369950.0,80526.19914445688
349489.6828162881,370000.0,20510.317183711915
252775.92267208663,370000.0,117224.07732791337
334525.4614925207,370000.0,35474.5385074793
436691.68077833706,370000.0,66691.68077833706
373667.3996491773,370000.0,3667.3996491773287
458878.8119221392,370000.0,88878.8119221392
378018.28749550815,370000.0,8018.28749550815
414799.923494921,370000.0,44799.92349492101
430279.6536897417,370000.0,60279.65368974168
420135.9279626083,370000.0,50135.927962608286
654808.6377160895,370000.0,284808.6377160895
701247.8283005514,370000.0,331247.8283005514
836364.0936650961,370000.0,466364.0936650961
497800.6150681288,370228.0,127572.6150681288
344258.2549272889,370350.0,26091.745072711085
319415.44776585675,371000.0,51584.55223414325
515860.7824308603,372000.0,143860.78243086027
244227.51749150763,372500.0,128272.48250849237
345434.1688303434,372500.0,27065.831169656594
308872.66784159763,373000.0,64127.332158402365
496321.7491955019,373000.0,123321.7491955019
721444.3737552665,374900.0,346544.37375526654
707809.4368466364,374950.0,332859.43684663635
281748.58642723394,375000.0,93251.41357276606
371531.0215571937,375000.0,3468.978442806285
207076.16502393805,375000.0,167923.83497606195
216364.00314083046,375000.0,158635.99685916954
262803.1937252924,375000.0,112196.8062747076
284474.81599804136,375000.0,90525.18400195864
284105.0995298846,375000.0,90894.90047011542
380079.4267377727,375000.0,5079.426737772708
516301.05245219445,375000.0,141301.05245219445
300839.771532072,375000.0,74160.22846792801
257126.81051841745,375000.0,117873.18948158255
281894.3788301305,375000.0,93105.6211698695
297374.1090249512,375000.0,77625.89097504882
312853.8392197718,375000.0,62146.16078022821
418116.00454455224,375000.0,43116.00454455224
532666.0079862251,375000.0,157666.00798622507
342707.93925953604,375000.0,32292.06074046396
373297.6831810206,375000.0,1702.3168189793942
453792.28019408806,375000.0,78792.28019408806
307547.1724810535,375000.0,67452.82751894649
239066.64315568592,375000.0,135933.35684431408
356712.5926363229,375000.0,18287.407363677106
557949.0851689914,375000.0,182949.08516899135
578515.3470918633,375000.0,203515.34709186328
725142.9456102423,375000.0,350142.9456102423
333199.9661319765,375000.0,41800.033868023485
367255.37256058195,375000.0,7744.627439418051
395118.8869112592,375000.0,20118.886911259207
410598.6171060799,375000.0,35598.61710607988
636232.9614823047,375000.0,261232.96148230473
722919.4505733004,375000.0,347919.45057330036
508563.53000305494,375000.0,133563.53000305494
446274.89275561564,375000.0,71274.89275561564
323691.99300441705,375000.0,51308.00699558295
781892.0067711085,375000.0,406892.0067711085
571527.6892679543,375500.0,196027.68926795432
362904.4847142512,377000.0,14095.515285748814
249679.97663312248,378000.0,128320.02336687752
238551.1342846327,378000.0,139448.8657153673
723509.302052124,378000.0,345509.30205212405
580875.649249107,378000.0,202875.649249107
379489.5752589489,378500.0,989.5752589488984
210172.1110629022,378510.0,168337.8889370978
437163.63117691106,378950.0,58213.63117691106
219459.94917979458,379000.0,159540.05082020542
528094.985129227,379000.0,149094.98512922705
460133.7537295059,379000.0,81133.75372950587
457037.8076905418,379260.0,77777.80769054178
268995.0858032207,379500.0,110504.91419677931
253145.6391402433,379500.0,126354.3608597567
560309.3873262351,379500.0,180809.38732623507
328703.2858827491,379900.0,51196.71411725087
880297.1896894177,379900.0,500397.1896894177
599451.3254828918,379900.0,219551.32548289176
241131.5714525435,379950.0,138818.4285474565
503256.8632643367,379950.0,123306.86326433672
213268.05710186632,380000.0,166731.94289813368
275186.9778811489,380000.0,104813.02211885108
324722.11450457503,380000.0,55277.88549542497
346393.73677732394,380000.0,33606.26322267606
426888.3337903914,380000.0,46888.33379039139
268625.36933506397,380000.0,111374.63066493603
342928.07427020307,380000.0,37071.92572979693
409567.5993639733,380000.0,29567.599363973306
371307.09749193356,380000.0,8692.902508066443
299364.6947140382,380000.0,80635.30528596177
385681.4673368771,380000.0,5681.467336877075
398065.25149273366,380000.0,18065.25149273366
552862.5534409401,380000.0,172862.5534409401
312999.63162266836,380000.0,67000.36837733164
390032.35518320795,380000.0,10032.355183207954
522788.3183905089,380000.0,142788.31839050888
627314.8398335689,380000.0,247314.8398335689
661370.2462621743,380000.0,281370.24626217433
459764.03726134927,380000.0,79764.03726134927
509299.1738847754,380000.0,129299.17388477537
524778.9040795959,380000.0,144778.90407959593
574463.6221605117,380000.0,194463.62216051167
310643.11852001766,380500.0,69856.88147998234
414504.54963453487,380950.0,33554.549634534866
326492.56518299505,380950.0,54457.43481700495
376543.21067747445,381000.0,4456.789322525554
518587.01200166775,381000.0,137587.01200166775
250419.40956943587,381500.0,131080.59043056413
648470.9532352646,381500.0,266970.95323526463
328849.0782856457,381800.0,52950.92171435431
385901.6023475442,382000.0,3901.60234754422
397699.32407917007,382000.0,15699.324079170066
461239.114079383,382000.0,79239.11407938303
494558.8766262681,382000.0,112558.87662626809
363939.2915109508,382000.0,18060.708489049226
250934.91844048916,382500.0,131565.08155951084
328333.56941459246,383000.0,54666.430585407536
419736.8737654826,383000.0,36736.873765482625
566501.2794041634,383000.0,183501.27940416336
274817.2614129922,383001.0,108183.7385870078
695055.9362226232,383962.0,311093.9362226232
753509.1944947849,384900.0,368609.1944947849
238405.34188173607,385000.0,146594.65811826393
210172.1110629022,385000.0,174827.8889370978
399910.04477892414,385000.0,14910.044778924144
334525.4614925207,385000.0,50474.5385074793
482761.15489464224,385000.0,97761.15489464224
317940.370947823,385000.0,67059.62905217701
330324.1551036795,385000.0,54675.84489632049
500601.18724670674,385000.0,115601.18724670674
649206.5971169849,385000.0,264206.5971169849
354722.00694723584,385000.0,30277.993052764155
385681.4673368771,385000.0,681.4673368770746
468902.293920752,385000.0,83902.29392075201
409713.3917668698,385000.0,24713.391766869812
493303.9348189014,385000.0,108303.93481890141
418261.79694744886,385000.0,33261.796947448864
528614.2830548735,385000.0,143614.28305487346
651712.6916771253,385000.0,266712.6916771253
510184.39922398527,385000.0,125184.39922398527
519472.23734087765,385000.0,134472.23734087765
582422.1758622668,385000.0,197422.1758622668
393348.4362328392,386000.0,7348.436232839187
729111.3426512285,386000.0,343111.34265122854
453941.8616515776,386380.0,67561.86165157758
372046.530428247,386500.0,14453.469571752998
821989.7238201526,386500.0,435489.7238201526
444654.0235346853,386591.0,58063.023534685315
321256.45199745416,386900.0,65643.54800254584
415020.05850558815,387000.0,28020.058505588153
366812.759890977,387000.0,20187.240109022998
392463.2108936292,387500.0,4963.210893629177
633357.1504540076,387846.0,245511.15045400755
601928.0823140631,388000.0,213928.0823140631
444284.3070665286,388500.0,55784.30706652859
700628.6390927586,388500.0,312128.63909275865
321256.45199745416,389000.0,67743.54800254584
561414.7476761122,389000.0,172414.74767611222
676480.2599888382,389517.0,286963.2599888382
453941.8616515776,389700.0,64241.86165157758
376613.76423065184,389900.0,13286.23576934816
404626.8600388187,389950.0,14676.860038818675
253885.07207655674,390000.0,136114.92792344326
179212.65067326088,390000.0,210787.34932673912
238035.62541357934,390000.0,151964.37458642066
275186.9778811489,390000.0,114813.02211885108
200144.84000969637,390000.0,189855.15999030363
223071.40408981201,390000.0,166928.59591018799
278798.43279116636,390000.0,111201.56720883364
469641.7268570654,390000.0,79641.7268570654
528094.985129227,390000.0,138094.98512922705
689084.179155362,390000.0,299084.17915536196
391503.64294664876,390000.0,1503.6429466487607
487477.9701545368,390000.0,97477.97015453677
230148.52150695026,390000.0,159851.47849304974
648101.2367671079,390000.0,258101.23676710785
686873.4584556079,390000.0,296873.4584556079
327008.0740540483,390000.0,62991.92594595172
429174.29333986464,390000.0,39174.29333986464
614931.0556777124,390000.0,224931.05567771243
587803.1852087557,392000.0,195803.18520875566
571218.094664058,392000.0,179218.09466405795
664096.4758329819,392000.0,272096.4758329819
556403.4547977801,392000.0,164403.45479778014
534729.4898767604,392450.0,142279.4898767604
296858.6001538979,392500.0,95641.39984610211
275186.9778811489,393000.0,117813.02211885108
581981.009598984,393000.0,188981.00959898403
276587.7120914122,394000.0,117412.28790858778
728595.8337801753,394250.0,334345.8337801753
228747.78729668702,394475.0,165727.21270331298
321935.7630695073,394950.0,73014.23693049268
384210.17957343644,394950.0,10739.820426563558
339391.8582099048,394950.0,55558.14179009519
260076.96415448503,395000.0,134923.03584551497
210172.1110629022,395000.0,184827.8889370978
309757.89318080764,395000.0,85242.10681919236
411188.46858490363,395000.0,16188.468584903632
367475.5075712491,395000.0,27524.492428750906
456888.22623305215,395000.0,61888.22623305215
360544.1825570074,395000.0,34455.817442992586
618027.0017166765,395000.0,223027.00171667652
729111.3426512285,395000.0,334111.34265122854
669918.6514427534,395000.0,274918.6514427534
260222.7565573816,395300.0,135077.2434426184
497505.24120774254,395900.0,101605.24120774254
652494.2366795957,395950.0,256544.23667959566
463080.11831098044,396000.0,67080.11831098044
219090.23271163786,396480.0,177389.76728836214
338506.6328706948,396900.0,58393.3671293052
330324.1551036795,397000.0,66675.84489632049
540568.2288783131,397000.0,143568.2288783131
787934.317391547,397000.0,390934.317391547
540478.7692850836,397500.0,142978.76928508363
384945.82345515676,397500.0,12554.176544843242
576894.4778709329,397500.0,179394.4778709329
697416.2383798668,397900.0,299516.2383798668
286831.32910069206,398000.0,111168.67089930794
726884.0585596934,398000.0,328884.0585596934
655178.354184246,398096.0,257082.35418424604
534806.1751328018,398500.0,136306.17513280176
311598.8974124051,399000.0,87401.10258759488
417010.6441946752,399000.0,18010.644194675202
466545.7808181013,399000.0,67545.78081810131
587287.6763377023,399000.0,188287.67633770232
518071.50313061447,399000.0,119071.50313061447
604018.5592852967,399000.0,205018.5592852967
460133.7537295059,399000.0,61133.75372950587
626945.1233654123,399000.0,227945.12336541235
175746.98816613998,399900.0,224153.01183386002
381554.50355580647,399950.0,18395.49644419353
191596.4348291174,399950.0,208353.5651708826
225282.1247895661,399950.0,174667.8752104339
398434.9679608904,399950.0,1515.0320391096175
552126.9095592198,399950.0,152176.90955921984
604388.2757534533,399950.0,204438.27575345326
647361.8038307944,399950.0,247411.8038307944
354871.5884047255,399950.0,45078.41159527452
408753.8238198894,399950.0,8803.823819889396
160636.9744394761,400000.0,239363.0255605239
188500.48879015326,400000.0,211499.51120984674
274817.2614129922,400000.0,125182.7385870078
311968.6138805618,400000.0,88031.38611943822
